[2018-05-08 05:35:37,505]ERROR404129[Thread-50-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:37,506]ERROR404130[Thread-50-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:37,505]ERROR404129[Thread-58-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:37,507]ERROR404131[Thread-58-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:37,505]ERROR404129[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:37,507]ERROR404131[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:37,506]ERROR404130[Thread-41-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:40,576]ERROR407200[Thread-41-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:40,577]ERROR407201[Thread-41-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:40,576]ERROR407200[Thread-58-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:40,577]ERROR407201[Thread-58-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:40,576]ERROR407200[Thread-50-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:40,577]ERROR407201[Thread-50-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:43,649]ERROR410273[Thread-41-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:43,649]ERROR410273[Thread-41-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:43,649]ERROR410273[Thread-58-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:43,650]ERROR410274[Thread-58-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:35:46,721]ERROR413345[Thread-41-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:35:46,721]ERROR413345[Thread-41-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:36:20,257]ERROR446881[Thread-50-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:36:20,257]ERROR446881[Thread-22-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:36:20,284]ERROR446908[Thread-22-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
[2018-05-08 05:36:20,257]ERROR446881[Thread-30-AuthenticationBolt](CassandraConnector.java:54) - unable to connect Cassandra
[2018-05-08 05:36:20,285]ERROR446909[Thread-30-AuthenticationBolt](CassandraConnector.java:60) - Cassandra cluster failed...... All nodes are down or Keyspace not available......
